id,rsquared,residual_demand_coeff,residual_demand_std,solar_coeff,solar_std,solar_sig,wind_coeff,wind_std,wind_sig,wramp_coeff,wramp_std,wramp_sig,PSTATABB,BACODE,ISORTO,LAT,LON,PLPRMFL,PLFUELCT,CAPFAC,NAMEPCAP,CHPFLAG,PLNGENAN,PLNOXAN,PLSO2AN,PLCO2AN,PLHTRT,NOXEI,SO2EI,CO2EI,Unit Type,dependent_var,Unit Category
55951,0.185,1.824,0.363,-0.069,0.085,0.417,0.382,0.082,0.0,-0.022,0.036,0.541,CA,CISO,CAISO,34.0414,-117.3603,NG,GAS,0.02734,60.5,,14492.0,1.259,0.0,9639.4,11191.783613,8.687551752691139e-05,0.0,0.6651531879657742,Combustion turbine,Generation,Gas - combustion turbine
7449,0.114,0.423,0.206,-0.075,0.056,0.183,0.06,0.038,0.113,0.029,0.021,0.181,CA,CISO,CAISO,38.088138,-121.386944,NG,GAS,0.07424,50.0,,32516.0,1.896,0.1,16469.1,8523.028086,5.830975519744126e-05,3.0754090294009103e-06,0.5064921884610653,Combustion turbine,Generation,Gas - combustion turbine
10649,0.097,0.354,0.094,-0.04,0.022,0.076,-0.036,0.018,0.046,0.002,0.01,0.862,CA,CISO,CAISO,35.419181,-118.926643,NG,GAS,0.10392,46.0,Yes,41877.0,7.076,0.077,18073.403,7262.051559,0.00016897103421926115,1.8387181507748882e-06,0.4315830408099911,Combustion turbine,Generation,Gas - combustion turbine
10650,0.176,0.388,0.219,0.011,0.08,0.889,0.093,0.035,0.009,-0.031,0.018,0.087,CA,CISO,CAISO,35.483736,-119.029856,NG,GAS,0.04618,46.0,Yes,18607.0,7.029,0.072,7574.315,6849.392372,0.0003777610576664696,3.869511474176385e-06,0.4070680389100876,Combustion turbine,Generation,Gas - combustion turbine
50612,0.153,0.51,0.17,-0.078,0.03,0.01,-0.052,0.03,0.083,0.029,0.015,0.052,CA,CISO,CAISO,35.319503,-119.661992,NG,GAS,0.03994,46.0,Yes,16096.0,2.561,0.0,6942.697,7259.065017,0.00015910785288270377,0.0,0.43133057902584493,Combustion turbine,Generation,Gas - combustion turbine
54768,0.1,0.451,0.168,-0.059,0.033,0.08,0.053,0.028,0.064,0.011,0.015,0.456,CA,CISO,CAISO,35.4837,-119.0298,NG,GAS,0.05217,46.0,Yes,21023.0,8.043,0.073,8565.162,6856.600345,0.00038258098273319694,3.472387385244732e-06,0.40741863673119916,Combustion turbine,Generation,Gas - combustion turbine
55512,0.094,0.688,0.323,-0.009,0.074,0.901,-0.194,0.079,0.015,0.056,0.04,0.159,CA,CISO,CAISO,32.796491,-116.972071,NG,GAS,0.0159,48.7,,6781.0,0.503,0.0,4562.0,11497.413499,7.417784987464976e-05,0.0,0.6727621294794278,Combustion turbine,Generation,Gas - combustion turbine
55625,0.102,0.26,0.283,0.16,0.063,0.012,0.029,0.052,0.577,-0.057,0.032,0.069,CA,CISO,CAISO,38.242158,-121.854722,NG,GAS,0.0387,47.0,,15935.0,1.339,0.1,11625.8,12278.153436,8.402886727329778e-05,6.27549419516787e-06,0.7295764041418261,Combustion turbine,Generation,Gas - combustion turbine
55626,0.106,0.64,0.287,0.234,0.063,0.0,0.046,0.056,0.407,-0.038,0.031,0.22,CA,CISO,CAISO,38.221577,-121.868333,NG,GAS,0.03299,47.0,,13584.0,1.399,0.1,9816.5,12160.381699,0.00010298881036513545,7.361601884570083e-06,0.7226516489988222,Combustion turbine,Generation,Gas - combustion turbine
55627,0.128,0.427,0.296,0.198,0.065,0.003,0.032,0.054,0.551,-0.06,0.031,0.057,CA,CISO,CAISO,38.226752,-121.843271,NG,GAS,0.03812,47.0,,15694.0,1.542,0.1,11475.4,12304.246448,9.825410985089844e-05,6.371861858034918e-06,0.7311966356569389,Combustion turbine,Generation,Gas - combustion turbine
55810,0.083,1.779,0.356,0.056,0.097,0.561,-0.016,0.069,0.82,-0.035,0.041,0.395,CA,CISO,CAISO,36.999,-121.5363,NG,GAS,0.02463,135.0,,29130.0,4.36,0.0,20937.5,12094.327154,0.0001496738757294885,0.0,0.7187607277720564,Combustion turbine,Generation,Gas - combustion turbine
54749,0.201,2.944,0.398,0.012,0.07,0.866,0.04,0.071,0.576,0.009,0.034,0.8,CA,CISO,CAISO,33.1185,-117.0995,NG,GAS,0.04152,51.4,Yes,18695.0,1.408,0.081,8246.464,7423.01831,7.531425514843541e-05,4.332709280556299e-06,0.44110532227868415,Combined cycle,Generation,Gas - combined cycle
55807,0.1,-0.315,0.297,-0.07,0.07,0.32,-0.144,0.059,0.016,0.006,0.032,0.853,CA,CISO,CAISO,36.2397,-119.9044,NG,GAS,0.0353,98.0,,30308.0,2.565,0.1,19529.8,10842.822027,8.463112049623862e-05,3.2994588887422464e-06,0.6443777220535832,Combustion turbine,Generation,Gas - combustion turbine
55698,0.179,0.836,0.299,0.178,0.081,0.028,-0.038,0.064,0.545,-0.004,0.036,0.916,CA,CISO,CAISO,36.270072,-119.648055,NG,GAS,0.02295,92.2,,18540.0,1.383,0.0,12726.0,11548.971818,7.459546925566343e-05,0.0,0.6864077669902913,Combustion turbine,Generation,Gas - combustion turbine
341,0.262,-0.383,0.563,0.05,0.119,0.673,-0.082,0.08,0.306,0.028,0.045,0.533,CA,CISO,CAISO,33.7641,-118.2248,NG,GAS,0.00663,587.4,,34123.0,8.662,0.0,34052.799,16792.368784,0.00025384637927497586,0.0,0.9979427072648946,Combustion turbine,Generation,Gas - combustion turbine
56239,0.173,1.08,0.53,-0.17,0.077,0.028,-0.101,0.08,0.205,-0.022,0.042,0.605,CA,CISO,CAISO,36.6697,-119.7404,NG,GAS,0.01196,121.0,,12674.0,1.353,0.0,7928.3,10526.081939,0.00010675398453526905,0.0,0.6255562569038977,Combustion turbine,Generation,Gas - combustion turbine
10156,0.217,0.989,0.484,-0.167,0.121,0.168,0.268,0.113,0.019,-0.029,0.054,0.59,CA,CISO,CAISO,36.617022,-120.099846,NG,GAS,0.00477,103.1,Yes,4312.0,0.084,0.0,1029.056,4015.256395,1.9480519480519483e-05,0.0,0.23864935064935067,Combined cycle,Generation,Gas - combined cycle
57267,0.27,1.448,0.305,0.048,0.073,0.511,0.021,0.051,0.673,0.059,0.029,0.042,CA,CISO,CAISO,38.016944,-121.765,NG,GAS,0.03658,828.0,,265306.0,11.652,0.9,180329.697,11437.34982,4.391909719342947e-05,3.3923092579888882e-06,0.6797045562482567,Combustion turbine,Generation,Gas - combustion turbine
10405,0.13,0.942,0.308,-0.34,0.086,0.0,0.164,0.067,0.014,0.012,0.033,0.716,CA,CISO,CAISO,36.5397,-119.5794,NG,GAS,0.01035,36.2,Yes,3282.0,0.226,0.0,1923.471,9861.995391,6.886045094454602e-05,0.0,0.5860667276051188,Combined cycle,Generation,Gas - combined cycle
10169,0.265,0.857,0.272,-0.049,0.041,0.239,0.144,0.039,0.0,-0.029,0.021,0.162,CA,CISO,CAISO,33.8759,-118.2491,NG,GAS,0.04169,55.8,Yes,20377.0,12.158,0.1,11209.5,9256.203379,0.0005966530892673111,4.907493742945478e-06,0.5501055111154733,Combined cycle,Generation,Gas - combined cycle
60698,0.232,1.88,0.627,0.039,0.071,0.587,0.023,0.074,0.751,-0.097,0.043,0.026,CA,CISO,CAISO,33.806801,-117.985758,NG,GAS,0.01477,161.0,,20837.0,1.88,0.2,28204.9,22775.22781,9.022412055478235e-05,9.598310697317273e-06,1.3535969669338197,Combustion turbine,Generation,Gas - combustion turbine
10776,0.326,-0.645,1.179,-0.064,0.213,0.764,0.106,0.253,0.678,-0.123,0.078,0.124,CA,CISO,CAISO,34.1958,-119.1664,NG,GAS,0.14267,48.5,Yes,60615.0,87.37,0.909,33249.328,9385.531634,0.0014413923946217935,1.4996288047512993e-05,0.5485330033820012,Combustion turbine,Generation,Gas - combustion turbine
335,0.638,1.246,0.049,0.02,0.012,0.088,-0.109,0.009,0.0,0.036,0.005,0.0,CA,CISO,CAISO,33.6439,-117.9792,NG,GAS,0.01201,1021.0,,107419.0,29.994,2.8,562100.0,88052.340601,0.0002792243457861272,2.6066152170472635e-05,5.232780048222382,Combined cycle,Emissions,Gas - combined cycle
358,0.324,1.2,0.074,-0.053,0.017,0.002,-0.06,0.014,0.0,0.011,0.009,0.232,CA,CISO,CAISO,34.0818,-117.2418,NG,GAS,0.28034,1167.4,,2866899.99,68.216,6.4,1270879.562,7459.238725,2.3794342403970634e-05,2.2323764422629892e-06,0.4432939992441103,Combined cycle,Emissions,Gas - combined cycle
50865,0.242,-0.052,0.007,-0.004,0.002,0.041,0.013,0.001,0.0,-0.002,0.001,0.039,CA,CISO,CAISO,35.9515,-120.8679,NG,GAS,0.74714,38.9,Yes,254600.0,8.316,0.478,94909.293,6272.631523,3.266300078554596e-05,1.8774548311076197e-06,0.3727780557737628,Combustion turbine,Emissions,Gas - combustion turbine
55182,0.243,0.26,0.058,-0.072,0.011,0.0,-0.054,0.009,0.0,0.012,0.006,0.047,CA,CISO,CAISO,35.2097,-119.585,NG,GAS,0.49447,685.2,,2968009.0,57.901,6.2,1237093.188,7013.624622,1.9508364024502623e-05,2.088942452667765e-06,0.4168091094063394,Combined cycle,Emissions,Gas - combined cycle
55217,0.305,0.646,0.027,-0.006,0.007,0.396,-0.038,0.005,0.0,0.006,0.003,0.076,CA,CISO,CAISO,38.030071,-121.873004,NG,GAS,0.50085,678.3,Yes,2976024.0,73.012,5.91,1170915.613,6620.543527,2.453340430050295e-05,1.9858710816848252e-06,0.3934496539678443,Combined cycle,Emissions,Gas - combined cycle
55295,0.285,0.48,0.046,-0.018,0.01,0.07,-0.046,0.009,0.0,0.012,0.005,0.031,CA,CISO,CAISO,33.6157,-114.6865,NG,GAS,0.36404,591.0,,1884690.0,55.697,4.2,842948.406,7526.020725,2.955234017265439e-05,2.2284831988284547e-06,0.4472610381548159,Combined cycle,Emissions,Gas - combined cycle
55333,0.286,0.962,0.054,-0.009,0.012,0.437,-0.058,0.01,0.0,0.005,0.006,0.406,CA,CISO,CAISO,38.0169,-121.8439,NG,GAS,0.46705,943.5,,3860213.0,121.232,8.2,1632335.469,7115.488187,3.140552088705986e-05,2.1242351134509935e-06,0.42286150246113363,Combined cycle,Emissions,Gas - combined cycle
55393,0.307,0.747,0.048,-0.028,0.011,0.009,-0.054,0.009,0.0,-0.006,0.005,0.263,CA,CISO,CAISO,37.2207,-121.7457,NG,GAS,0.42866,635.0,,2384442.0,66.44,5.3,1047420.406,7391.599796,2.7863961463520606e-05,2.2227422600340036e-06,0.43927275479965544,Combined cycle,Emissions,Gas - combined cycle
55400,0.273,0.024,0.019,-0.03,0.005,0.0,-0.032,0.004,0.0,0.004,0.002,0.12,CA,CISO,CAISO,35.280318,-119.470707,NG,GAS,0.61818,623.0,Yes,3373700.0,69.93,7.252,1441790.013,7190.644288,2.072798411239885e-05,2.149568722767288e-06,0.4273616542668287,Combined cycle,Emissions,Gas - combined cycle
55656,0.341,0.924,0.064,-0.069,0.016,0.0,-0.086,0.013,0.0,0.021,0.008,0.007,CA,CISO,CAISO,34.9556,-118.844,NG,GAS,0.63617,779.0,,4341226.0,110.496,10.0,1991171.312,7717.914018,2.545271773457544e-05,2.3034967541427237e-06,0.45866566541341086,Combined cycle,Emissions,Gas - combined cycle
55985,0.25,0.821,0.047,-0.028,0.01,0.006,-0.076,0.009,0.0,0.02,0.005,0.0,CA,CISO,CAISO,33.1197,-117.117778,NG,GAS,0.4144,559.0,,2029259.0,45.711,4.3,866860.594,7188.133698,2.252595651910377e-05,2.1190000882095384e-06,0.42718085468636585,Combined cycle,Emissions,Gas - combined cycle
56026,0.181,0.179,0.045,-0.004,0.01,0.66,-0.042,0.008,0.0,0.003,0.005,0.561,CA,CISO,CAISO,37.3767,-121.9508,NG,GAS,0.34792,154.0,,469352.0,12.177,1.2,228570.898,8194.623651,2.5944280625202405e-05,2.556716494230343e-06,0.4869924875147011,Combined cycle,Emissions,Gas - combined cycle
56041,0.414,0.395,0.02,-0.004,0.005,0.491,-0.017,0.004,0.0,-0.002,0.002,0.337,CA,CISO,CAISO,33.9986,-118.2219,NG,GAS,0.5319,130.0,,605732.0,19.289,1.6,302156.891,8393.541203,3.1844115879629936e-05,2.6414321845304524e-06,0.4988293354156624,Combined cycle,Emissions,Gas - combined cycle
56476,0.163,0.222,0.038,-0.001,0.008,0.95,-0.032,0.007,0.0,0.008,0.004,0.061,CA,CISO,CAISO,38.0175,-121.7587,NG,GAS,0.52598,619.7,,2855300.0,68.869,6.3,1259066.5,7419.908241,2.4119707211151193e-05,2.206423142927188e-06,0.44095769271179913,Combined cycle,Emissions,Gas - combined cycle
56803,0.199,0.802,0.135,-0.149,0.027,0.0,-0.066,0.025,0.009,0.003,0.014,0.804,CA,CISO,CAISO,36.6514,-120.5833,NG,GAS,0.14718,432.0,,556992.0,28.689,1.6,308212.5,9311.299803,5.150702344019304e-05,2.8725726760887053e-06,0.5533517537056187,Combustion turbine,Emissions,Gas - combustion turbine
10349,0.11,0.281,0.113,0.0,0.027,0.993,-0.021,0.021,0.331,0.012,0.012,0.353,CA,CISO,CAISO,39.1365,-121.6397,NG,GAS,0.17577,49.5,Yes,76217.0,13.906,0.15,28903.897,6380.893641,0.00018245273364210084,1.9680648674180302e-06,0.37923162811446265,Combustion turbine,Emissions,Gas - combustion turbine
260,0.311,0.793,0.047,-0.053,0.012,0.0,-0.051,0.009,0.0,0.02,0.006,0.0,CA,CISO,CAISO,36.804837,-121.782241,NG,GAS,0.19221,3102.0,,5223032.0,178.035,11.6,2185318.125,7384.056425,3.408652292384959e-05,2.2209322094905795e-06,0.41840029412035,Combined cycle,Emissions,Gas - combined cycle
55518,0.187,0.429,0.056,-0.039,0.013,0.002,-0.039,0.011,0.001,0.016,0.007,0.015,CA,CISO,CAISO,34.5953,-117.3647,NG,GAS,0.40953,852.0,,3056550.0,101.736,7.1,1408691.906,7755.147634,3.328458556215341e-05,2.322880371660859e-06,0.4608764476288626,Combined cycle,Emissions,Gas - combined cycle
57978,0.128,0.209,0.037,-0.009,0.008,0.24,0.009,0.007,0.174,-0.005,0.004,0.201,CA,CISO,CAISO,38.088056,-121.3875,NG,GAS,0.279,288.9,,706090.0,17.477,1.5,301036.406,7174.013936,2.4751802178192582e-05,2.1243750796640656e-06,0.426342825985356,Combined cycle,Emissions,Gas - combined cycle
55077,0.28,0.261,0.053,-0.048,0.011,0.0,-0.035,0.01,0.001,0.018,0.006,0.002,NV,CISO,CAISO,35.788889,-114.994167,NG,GAS,0.21698,537.3,,1021280.0,57.031,2.4,477014.094,7859.418328,5.5842668024439915e-05,2.3499921666927778e-06,0.4670747434591885,Combined cycle,Emissions,Gas - combined cycle
55847,0.115,0.217,0.152,0.096,0.037,0.008,0.01,0.025,0.692,-0.003,0.014,0.815,CA,CISO,CAISO,39.109344,-121.60931,NG,GAS,0.07129,47.0,,29351.0,20.645,0.1,20184.6,11571.612764,0.0007033831896698579,3.4070389424551123e-06,0.6876971823787945,Combustion turbine,Emissions,Gas - combustion turbine
55933,0.272,0.975,0.075,-0.032,0.016,0.041,-0.092,0.014,0.0,0.011,0.008,0.169,CA,CISO,CAISO,37.7107,-121.4906,NG,GAS,0.23867,336.1,,702698.0,29.272,1.8,347113.0,8312.00103,4.165658647100176e-05,2.561555604256736e-06,0.49397180581131583,Combined cycle,Emissions,Gas - combined cycle
57564,0.188,0.573,0.078,-0.066,0.016,0.0,-0.007,0.015,0.639,-0.004,0.009,0.606,CA,CISO,CAISO,36.6842,-119.5522,NG,GAS,0.11226,74.0,Yes,72771.0,4.182,0.2,31900.4,7376.269393,5.746794739662778e-05,2.748347556031936e-06,0.4383669318822058,Combined cycle,Emissions,Gas - combined cycle
56143,0.167,1.812,0.193,0.226,0.047,0.0,-0.049,0.039,0.215,0.019,0.022,0.392,CA,CISO,CAISO,33.9636,-117.4528,NG,GAS,0.05867,196.0,,100731.0,5.755,0.4,62271.299,10401.968951,5.713236243063208e-05,3.970972193267217e-06,0.6181939919190715,Combustion turbine,Emissions,Gas - combustion turbine
56232,0.048,0.331,0.186,-0.02,0.043,0.648,-0.07,0.038,0.062,-0.029,0.021,0.168,CA,CISO,CAISO,32.8769,-117.166389,NG,GAS,0.08535,106.0,,79253.0,6.208,0.3,48449.9,10286.936693,7.833141963080262e-05,3.785345665148322e-06,0.6113320631395657,Combustion turbine,Emissions,Gas - combustion turbine
56473,0.047,0.291,0.256,0.01,0.066,0.881,-0.018,0.048,0.706,-0.008,0.026,0.761,CA,CISO,CAISO,34.0053,-117.5604,NG,GAS,0.04642,49.8,,20251.0,1.47,0.1,12393.0,10298.078644,7.258900795022467e-05,4.938027751715965e-06,0.6119697792701595,Combustion turbine,Emissions,Gas - combustion turbine
56474,0.043,0.33,0.204,0.12,0.043,0.006,-0.031,0.039,0.426,-0.028,0.023,0.234,CA,CISO,CAISO,33.8073,-117.9832,NG,GAS,0.10169,49.8,,44364.0,1.628,0.1,26429.301,10024.227132,3.6696420521143266e-05,2.25407988459111e-06,0.595737557479037,Combustion turbine,Emissions,Gas - combustion turbine
57482,0.205,0.964,0.153,-0.051,0.035,0.146,-0.046,0.03,0.131,0.011,0.018,0.546,CA,CISO,CAISO,33.934167,-116.571388,NG,GAS,0.08679,800.0,,608226.0,32.684,1.8,354436.297,9805.60875,5.3736604485832566e-05,2.9594262658945852e-06,0.5827378260712301,Combustion turbine,Emissions,Gas - combustion turbine
57483,0.258,1.736,0.199,-0.042,0.039,0.283,-0.052,0.035,0.135,0.003,0.021,0.893,CA,CISO,CAISO,37.789167,-121.601944,NG,GAS,0.05965,199.6,,104297.0,7.715,0.4,67954.001,10963.7148,7.397144692560669e-05,3.835201396013308e-06,0.6515431987497243,Combustion turbine,Emissions,Gas - combustion turbine
315,0.5,2.519,0.058,0.006,0.011,0.617,-0.197,0.01,0.0,0.047,0.006,0.0,CA,CISO,CAISO,33.7688,-118.1009,NG,GAS,0.03023,2055.0,,544278.0,68.49,4.6,901172.891,27860.602257,0.00012583642917773637,8.451563355491126e-06,1.655721691856,Combined cycle,Emissions,Gas - combined cycle
56532,0.324,0.607,0.049,-0.019,0.01,0.062,-0.037,0.008,0.0,0.004,0.005,0.406,CA,CISO,CAISO,39.3661,-122.27,NG,GAS,0.48676,712.4,,3037655.0,47.755,6.5,1298805.25,7194.657392,1.5721008475287682e-05,2.139808503598993e-06,0.4275683874567717,Combined cycle,Emissions,Gas - combined cycle
57555,0.062,1.667,0.275,0.028,0.065,0.667,-0.081,0.05,0.105,-0.013,0.03,0.658,CA,CISO,CAISO,32.573889,-116.917777,NG,GAS,0.02943,395.4,,101952.999,6.093,0.3,59839.0,9876.072185,5.9762832479307455e-05,2.9425323721963294e-06,0.5869273153995206,Combustion turbine,Emissions,Gas - combustion turbine
57515,0.133,1.106,0.192,-0.099,0.043,0.023,-0.061,0.04,0.127,0.001,0.023,0.956,CA,CISO,CAISO,34.008709,-117.944864,NG,GAS,0.09576,500.0,,419440.0,22.874,1.2,237430.602,9525.039934,5.4534617585351894e-05,2.860957467098989e-06,0.5660657114247568,Combustion turbine,Emissions,Gas - combustion turbine
56472,0.137,-0.236,0.261,0.172,0.047,0.0,-0.016,0.048,0.744,0.038,0.026,0.146,CA,CISO,CAISO,34.0903,-117.5343,NG,GAS,0.03347,59.8,,17531.0,1.833,0.1,11858.9,11383.320974,0.00010455764075067024,5.704181164793794e-06,0.6764531401517312,Combustion turbine,Emissions,Gas - combustion turbine
57027,0.141,1.167,0.186,-0.164,0.039,0.0,-0.102,0.037,0.007,0.027,0.022,0.21,CA,CISO,CAISO,33.858056,-117.861667,NG,GAS,0.06345,200.0,,111171.0,5.499,0.4,69598.0,10533.973001,4.9464338721429146e-05,3.598060645312177e-06,0.6260445619810922,Combustion turbine,Emissions,Gas - combustion turbine
356,0.442,2.793,0.145,0.036,0.036,0.307,-0.109,0.029,0.0,-0.014,0.017,0.398,CA,CISO,CAISO,33.8504,-118.395,NG,GAS,0.02663,1316.4,,307081.0,19.615,1.3,264167.605,14476.377975,6.387565495748679e-05,4.233410728765375e-06,0.8602538255378873,Dry bottom wall-fired boiler,Emissions,Gas - Other
422,0.08,0.873,0.119,0.087,0.022,0.0,-0.081,0.025,0.001,-0.038,0.014,0.008,CA,CISO,CAISO,34.126,-118.1494,NG,GAS,0.02527,265.6,,58789.0,5.485,0.1,32911.8,9420.156194,9.329976696320741e-05,1.7009984861113475e-06,0.5598292197519945,Combined cycle,Emissions,Gas - combined cycle
55963,0.091,1.045,0.204,0.052,0.047,0.265,-0.103,0.039,0.008,-0.019,0.024,0.416,CA,CISO,CAISO,38.014423,-121.790679,NG,GAS,0.05251,47.0,,21620.0,2.019,0.1,15079.2,11736.612512,9.338575393154487e-05,4.625346901017577e-06,0.6974653098982424,Combustion turbine,Emissions,Gas - combustion turbine
56467,0.299,0.825,0.103,-0.033,0.021,0.12,-0.034,0.018,0.057,0.002,0.011,0.851,CA,CISO,CAISO,37.63466,-122.13381,NG,GAS,0.19031,655.0,,1091956.0,29.862,2.4,473379.703,7294.784085,2.7347255750231693e-05,2.1978907575030495e-06,0.4335153641721827,Combined cycle,Emissions,Gas - combined cycle
