id,rsquared,residual_demand_coeff,residual_demand_std,solar_coeff,solar_std,solar_sig,wind_coeff,wind_std,wind_sig,wramp_coeff,wramp_std,wramp_sig,PSTATABB,BACODE,ISORTO,LAT,LON,PLPRMFL,PLFUELCT,CAPFAC,NAMEPCAP,CHPFLAG,PLNGENAN,PLNOXAN,PLSO2AN,PLCO2AN,PLHTRT,NOXEI,SO2EI,CO2EI,Unit Type,dependent_var,Unit Category
350,0.614,2.714,0.155,-0.013,0.033,0.702,-0.122,0.025,0.0,0.013,0.016,0.421,CA,CISO,CAISO,34.1292,-119.1689,NG,GAS,0.05146,1612.0,,726691.0,27.669,2.2,429541.688,9946.279437,3.807533050498768e-05,3.027421558819361e-06,0.5910926212103907,Dry bottom wall-fired boiler,Emissions,Gas - Other
55151,0.421,2.242,0.116,-0.077,0.02,0.0,-0.163,0.019,0.0,0.022,0.011,0.056,CA,CISO,CAISO,35.2956,-119.5919,NG,GAS,0.15286,1200.0,,1606855.0,45.608,3.6,732593.898,7671.579732,2.8383394892507412e-05,2.240401280762732e-06,0.4559178631550451,Combined cycle,Emissions,Gas - combined cycle
56475,0.101,-0.214,0.249,0.191,0.048,0.0,-0.081,0.046,0.08,-0.02,0.025,0.428,CA,CISO,CAISO,33.9296,-118.1046,NG,GAS,0.03833,59.8,,20077.0,1.241,0.1,13767.4,11538.85743,6.181202370872143e-05,4.980823828261195e-06,0.6857299397320317,Combustion turbine,Emissions,Gas - combustion turbine
10294,0.384,1.119,0.169,0.03,0.045,0.514,0.05,0.029,0.079,-0.028,0.016,0.084,CA,CISO,CAISO,36.225,-121.1278,NG,GAS,0.05275,133.2,Yes,61552.0,9.302,0.167,31375.987,8577.113244,0.00015112425266441382,2.7131531063166104e-06,0.509747644268261,Combined cycle,Emissions,Gas - combined cycle
55499,0.115,0.828,0.249,-0.104,0.063,0.097,-0.059,0.045,0.188,-0.015,0.025,0.541,CA,CISO,CAISO,38.398867,-121.923973,NG,GAS,0.0324,60.5,,17169.0,1.238,0.1,10726.3,10729.08294,7.210670394315335e-05,5.824451045488963e-06,0.6247480924922826,Combustion turbine,Emissions,Gas - combustion turbine
55508,0.096,1.093,0.249,0.021,0.056,0.712,0.008,0.05,0.872,-0.015,0.026,0.561,CA,CISO,CAISO,36.6535,-120.5783,NG,GAS,0.02225,117.2,,22841.0,1.217,0.1,12249.0,9138.318977,5.328137997460707e-05,4.378092027494418e-06,0.5362724924477913,Combustion turbine,Emissions,Gas - combustion turbine
55542,0.058,0.982,0.257,0.116,0.059,0.05,0.045,0.054,0.404,-0.032,0.03,0.286,CA,CISO,CAISO,32.567041,-116.944197,NG,GAS,0.03933,99.8,,34385.0,3.24,0.1,20792.8,10176.086048,9.422713392467646e-05,2.9082448742184095e-06,0.6047055402064854,Combustion turbine,Emissions,Gas - combustion turbine
56639,0.146,0.828,0.25,-0.215,0.059,0.0,-0.028,0.056,0.619,-0.015,0.03,0.615,CA,CISO,CAISO,36.654114,-120.579727,NG,GAS,0.02491,139.8,,30509.0,2.566,0.2,20710.7,11422.148485,8.410632927988462e-05,6.555442656265365e-06,0.6788390311055754,Combustion turbine,Emissions,Gas - combustion turbine
58122,0.096,0.626,0.327,0.024,0.065,0.709,-0.098,0.065,0.132,0.024,0.033,0.476,CA,CISO,CAISO,35.790864,-119.294469,NG,GAS,0.01167,60.5,,6186.0,0.323,0.0,4389.9,11942.342083,5.221467830585193e-05,0.0,0.709650824442289,Combustion turbine,Emissions,Gas - combustion turbine
55855,0.103,0.26,0.229,0.113,0.063,0.075,-0.009,0.052,0.859,-0.031,0.028,0.277,CA,CISO,CAISO,38.228522,-122.07525,NG,GAS,0.02153,47.0,,8863.0,0.908,0.0,6373.0,12099.628547,0.00010244838090939863,0.0,0.7190567527925081,Combustion turbine,Emissions,Gas - combustion turbine
10034,0.138,0.723,0.171,-0.018,0.038,0.639,0.011,0.031,0.719,0.003,0.019,0.876,CA,CISO,CAISO,37.0001,-121.5367,NG,GAS,0.09437,130.0,Yes,107472.0,12.304,0.244,45418.618,7111.887868,0.00011448563346732173,2.270358791126991e-06,0.4226088469554861,Combined cycle,Emissions,Gas - combined cycle
55345,0.236,0.94,0.078,-0.049,0.022,0.025,-0.065,0.015,0.0,0.009,0.009,0.32,CA,CISO,CAISO,32.581481,-116.914969,NG,GAS,0.34946,688.5,,2107684.0,44.559,4.6,908171.812,7250.449783,2.1141214717196693e-05,2.1824903543415425e-06,0.43088613473366977,Combined cycle,Emissions,Gas - combined cycle
55510,0.051,0.552,0.262,0.02,0.105,0.848,-0.037,0.044,0.401,-0.006,0.026,0.817,CA,CISO,CAISO,32.562448,-116.943869,NG,GAS,0.03137,60.5,,16625.0,0.956,0.1,10492.6,10743.074248,5.7503759398496236e-05,6.015037593984962e-06,0.6311338345864662,Combustion turbine,Emissions,Gas - combustion turbine
55513,0.075,0.694,0.254,0.086,0.078,0.274,0.013,0.047,0.785,-0.026,0.028,0.344,CA,CISO,CAISO,33.121943,-117.117441,NG,GAS,0.03059,58.9,,15784.0,1.243,0.1,10150.8,10991.255979,7.875063355296503e-05,6.335529650278764e-06,0.6431069437404967,Combustion turbine,Emissions,Gas - combustion turbine
55538,0.099,1.1,0.19,0.06,0.064,0.349,0.013,0.043,0.755,-0.028,0.024,0.244,CA,CISO,CAISO,33.1261,-117.1172,NG,GAS,0.01494,98.0,,12827.0,0.903,0.0,8034.3,10540.582122,7.039837842051922e-05,0.0,0.6263584626179154,Combustion turbine,Emissions,Gas - combustion turbine
55748,0.384,1.172,0.12,-0.126,0.023,0.0,-0.078,0.02,0.0,0.012,0.011,0.304,CA,CISO,CAISO,37.425,-121.9319,NG,GAS,0.10188,306.1,,273196.0,6.745,0.8,142075.9,8750.657266,2.468923410298833e-05,2.9283005607695577e-06,0.5200511720522994,Combined cycle,Emissions,Gas - combined cycle
56471,0.083,0.391,0.241,-0.01,0.045,0.822,-0.035,0.048,0.46,0.002,0.027,0.93,CA,CISO,CAISO,34.205556,-119.246944,NG,GAS,0.05093,49.8,,22220.0,1.278,0.1,13233.6,10020.986864,5.751575157515752e-05,4.500450045004501e-06,0.5955715571557156,Combustion turbine,Emissions,Gas - combustion turbine
56914,0.1,0.672,0.287,0.088,0.075,0.239,-0.065,0.059,0.273,-0.0,0.031,0.998,CA,CISO,CAISO,33.3594,-117.1114,NG,GAS,0.01714,118.0,,17719.0,1.098,0.0,11735.0,11143.820281,6.196737964896439e-05,0.0,0.6622834245724928,Combustion turbine,Emissions,Gas - combustion turbine
57001,0.135,0.764,0.241,0.246,0.072,0.001,-0.042,0.054,0.428,-0.005,0.028,0.871,CA,CISO,CAISO,32.796106,-116.972073,NG,GAS,0.01199,60.5,,6355.0,0.74,0.0,4276.7,11322.45771,0.00011644374508261211,0.0,0.6729661683713611,Combustion turbine,Emissions,Gas - combustion turbine
55540,0.177,1.798,0.69,-0.094,0.133,0.481,-0.065,0.101,0.523,-0.004,0.055,0.938,CA,CISO,CAISO,32.591667,-117.058611,NG,GAS,0.00736,37.2,,2399.0,0.287,0.0,2703.8,18965.46494,0.00011963318049187161,0.0,1.1270529387244685,Combustion turbine,Emissions,Gas - combustion turbine
55541,0.094,2.107,0.302,0.066,0.073,0.367,0.029,0.069,0.677,-0.009,0.037,0.81,CA,CISO,CAISO,33.910873,-116.552994,NG,GAS,0.03098,149.7,,40629.0,4.563,0.1,25984.6,10760.810282,0.00011230894188879864,2.4612961185360212e-06,0.6395579512171109,Combustion turbine,Emissions,Gas - combustion turbine
55951,0.187,1.573,0.303,-0.052,0.071,0.461,0.322,0.068,0.0,-0.017,0.03,0.566,CA,CISO,CAISO,34.0414,-117.3603,NG,GAS,0.02734,60.5,,14492.0,1.259,0.0,9639.4,11191.783613,8.687551752691139e-05,0.0,0.6651531879657742,Combustion turbine,Emissions,Gas - combustion turbine
7449,0.114,0.29,0.152,-0.056,0.042,0.181,0.038,0.028,0.172,0.023,0.016,0.151,CA,CISO,CAISO,38.088138,-121.386944,NG,GAS,0.07424,50.0,,32516.0,1.896,0.1,16469.1,8523.028086,5.830975519744126e-05,3.0754090294009103e-06,0.5064921884610653,Combustion turbine,Emissions,Gas - combustion turbine
10649,0.128,0.247,0.069,-0.002,0.016,0.916,-0.026,0.013,0.048,-0.001,0.007,0.917,CA,CISO,CAISO,35.419181,-118.926643,NG,GAS,0.10392,46.0,Yes,41877.0,7.076,0.077,18073.403,7262.051559,0.00016897103421926115,1.8387181507748882e-06,0.4315830408099911,Combustion turbine,Emissions,Gas - combustion turbine
10650,0.29,0.343,0.181,0.036,0.066,0.585,0.077,0.029,0.009,-0.025,0.015,0.094,CA,CISO,CAISO,35.483736,-119.029856,NG,GAS,0.04618,46.0,Yes,18607.0,7.029,0.072,7574.315,6849.392372,0.0003777610576664696,3.869511474176385e-06,0.4070680389100876,Combustion turbine,Emissions,Gas - combustion turbine
50612,0.23,0.318,0.135,-0.036,0.024,0.136,-0.052,0.024,0.028,0.024,0.012,0.041,CA,CISO,CAISO,35.319503,-119.661992,NG,GAS,0.03994,46.0,Yes,16096.0,2.561,0.0,6942.697,7259.065017,0.00015910785288270377,0.0,0.43133057902584493,Combustion turbine,Emissions,Gas - combustion turbine
54768,0.14,0.37,0.122,-0.008,0.024,0.741,0.038,0.021,0.069,0.004,0.011,0.734,CA,CISO,CAISO,35.4837,-119.0298,NG,GAS,0.05217,46.0,Yes,21023.0,8.043,0.073,8565.162,6856.600345,0.00038258098273319694,3.472387385244732e-06,0.40741863673119916,Combustion turbine,Emissions,Gas - combustion turbine
55512,0.101,0.592,0.269,-0.009,0.061,0.879,-0.166,0.066,0.012,0.046,0.033,0.164,CA,CISO,CAISO,32.796491,-116.972071,NG,GAS,0.0159,48.7,,6781.0,0.503,0.0,4562.0,11497.413499,7.417784987464976e-05,0.0,0.6727621294794278,Combustion turbine,Emissions,Gas - combustion turbine
55625,0.096,0.2,0.231,0.108,0.052,0.037,0.028,0.042,0.511,-0.046,0.026,0.074,CA,CISO,CAISO,38.242158,-121.854722,NG,GAS,0.0387,47.0,,15935.0,1.339,0.1,11625.8,12278.153436,8.402886727329778e-05,6.27549419516787e-06,0.7295764041418261,Combustion turbine,Emissions,Gas - combustion turbine
55626,0.101,0.562,0.233,0.166,0.051,0.001,0.05,0.045,0.272,-0.029,0.025,0.256,CA,CISO,CAISO,38.221577,-121.868333,NG,GAS,0.03299,47.0,,13584.0,1.399,0.1,9816.5,12160.381699,0.00010298881036513545,7.361601884570083e-06,0.7226516489988222,Combustion turbine,Emissions,Gas - combustion turbine
55627,0.118,0.388,0.243,0.144,0.054,0.007,0.027,0.044,0.541,-0.05,0.026,0.053,CA,CISO,CAISO,38.226752,-121.843271,NG,GAS,0.03812,47.0,,15694.0,1.542,0.1,11475.4,12304.246448,9.825410985089844e-05,6.371861858034918e-06,0.7311966356569389,Combustion turbine,Emissions,Gas - combustion turbine
55810,0.096,1.625,0.292,0.052,0.08,0.516,-0.026,0.057,0.647,-0.033,0.034,0.322,CA,CISO,CAISO,36.999,-121.5363,NG,GAS,0.02463,135.0,,29130.0,4.36,0.0,20937.5,12094.327154,0.0001496738757294885,0.0,0.7187607277720564,Combustion turbine,Emissions,Gas - combustion turbine
54749,0.197,2.332,0.312,0.012,0.055,0.824,0.028,0.056,0.614,0.006,0.027,0.829,CA,CISO,CAISO,33.1185,-117.0995,NG,GAS,0.04152,51.4,Yes,18695.0,1.408,0.081,8246.464,7423.01831,7.531425514843541e-05,4.332709280556299e-06,0.44110532227868415,Combined cycle,Emissions,Gas - combined cycle
55807,0.107,-0.245,0.255,-0.068,0.06,0.261,-0.129,0.051,0.012,0.006,0.028,0.839,CA,CISO,CAISO,36.2397,-119.9044,NG,GAS,0.0353,98.0,,30308.0,2.565,0.1,19529.8,10842.822027,8.463112049623862e-05,3.2994588887422464e-06,0.6443777220535832,Combustion turbine,Emissions,Gas - combustion turbine
55698,0.159,0.792,0.253,0.107,0.068,0.117,-0.032,0.054,0.551,-0.005,0.031,0.881,CA,CISO,CAISO,36.270072,-119.648055,NG,GAS,0.02295,92.2,,18540.0,1.383,0.0,12726.0,11548.971818,7.459546925566343e-05,0.0,0.6864077669902913,Combustion turbine,Emissions,Gas - combustion turbine
341,0.303,-0.203,0.503,0.036,0.106,0.731,-0.067,0.072,0.352,0.025,0.04,0.531,CA,CISO,CAISO,33.7641,-118.2248,NG,GAS,0.00663,587.4,,34123.0,8.662,0.0,34052.799,16792.368784,0.00025384637927497586,0.0,0.9979427072648946,Combustion turbine,Emissions,Gas - combustion turbine
56239,0.185,0.95,0.45,-0.15,0.065,0.022,-0.099,0.068,0.146,-0.013,0.036,0.711,CA,CISO,CAISO,36.6697,-119.7404,NG,GAS,0.01196,121.0,,12674.0,1.353,0.0,7928.3,10526.081939,0.00010675398453526905,0.0,0.6255562569038977,Combustion turbine,Emissions,Gas - combustion turbine
10156,0.247,0.858,0.375,-0.116,0.094,0.215,0.196,0.088,0.026,-0.013,0.041,0.76,CA,CISO,CAISO,36.617022,-120.099846,NG,GAS,0.00477,103.1,Yes,4312.0,0.084,0.0,1029.056,4015.256395,1.9480519480519483e-05,0.0,0.23864935064935067,Combined cycle,Emissions,Gas - combined cycle
57267,0.278,1.401,0.281,0.048,0.067,0.48,0.016,0.047,0.735,0.054,0.027,0.045,CA,CISO,CAISO,38.016944,-121.765,NG,GAS,0.03658,828.0,,265306.0,11.652,0.9,180329.697,11437.34982,4.391909719342947e-05,3.3923092579888882e-06,0.6797045562482567,Combustion turbine,Emissions,Gas - combustion turbine
10405,0.136,0.928,0.269,-0.308,0.075,0.0,0.137,0.058,0.019,0.01,0.029,0.726,CA,CISO,CAISO,36.5397,-119.5794,NG,GAS,0.01035,36.2,Yes,3282.0,0.226,0.0,1923.471,9861.995391,6.886045094454602e-05,0.0,0.5860667276051188,Combined cycle,Emissions,Gas - combined cycle
10169,0.225,0.581,0.18,-0.024,0.028,0.392,0.087,0.026,0.001,-0.019,0.014,0.173,CA,CISO,CAISO,33.8759,-118.2491,NG,GAS,0.04169,55.8,Yes,20377.0,12.158,0.1,11209.5,9256.203379,0.0005966530892673111,4.907493742945478e-06,0.5501055111154733,Combined cycle,Emissions,Gas - combined cycle
60698,0.227,1.828,0.503,-0.003,0.057,0.963,0.061,0.059,0.301,-0.096,0.035,0.006,CA,CISO,CAISO,33.806801,-117.985758,NG,GAS,0.01477,161.0,,20837.0,1.88,0.2,28204.9,22775.22781,9.022412055478235e-05,9.598310697317273e-06,1.3535969669338197,Combustion turbine,Emissions,Gas - combustion turbine
10776,0.402,0.427,1.589,-0.1,0.287,0.73,-0.042,0.341,0.902,-0.114,0.105,0.286,CA,CISO,CAISO,34.1958,-119.1664,NG,GAS,0.14267,48.5,Yes,60615.0,87.37,0.909,33249.328,9385.531634,0.0014413923946217935,1.4996288047512993e-05,0.5485330033820012,Combustion turbine,Emissions,Gas - combustion turbine
335,0.607,-0.104,0.015,-0.005,0.004,0.19,0.009,0.003,0.001,-0.004,0.002,0.022,CA,CISO,CAISO,33.6439,-117.9792,NG,GAS,0.01201,1021.0,,107419.0,29.994,2.8,562100.0,88052.340601,0.0002792243457861272,2.6066152170472635e-05,5.232780048222382,Combined cycle,Intensity,Gas - combined cycle
358,0.145,-0.223,0.028,0.011,0.006,0.084,0.004,0.005,0.498,-0.001,0.003,0.736,CA,CISO,CAISO,34.0818,-117.2418,NG,GAS,0.28034,1167.4,,2866899.99,68.216,6.4,1270879.562,7459.238725,2.3794342403970634e-05,2.2323764422629892e-06,0.4432939992441103,Combined cycle,Intensity,Gas - combined cycle
50865,0.211,-0.002,0.003,0.003,0.001,0.0,-0.005,0.001,0.0,0.001,0.0,0.0,CA,CISO,CAISO,35.9515,-120.8679,NG,GAS,0.74714,38.9,Yes,254600.0,8.316,0.478,94909.293,6272.631523,3.266300078554596e-05,1.8774548311076197e-06,0.3727780557737628,Combustion turbine,Intensity,Gas - combustion turbine
55182,0.145,-0.034,0.018,0.001,0.003,0.749,0.011,0.003,0.0,-0.0,0.002,0.803,CA,CISO,CAISO,35.2097,-119.585,NG,GAS,0.49447,685.2,,2968009.0,57.901,6.2,1237093.188,7013.624622,1.9508364024502623e-05,2.088942452667765e-06,0.4168091094063394,Combined cycle,Intensity,Gas - combined cycle
55217,0.279,0.002,0.005,0.001,0.001,0.287,-0.001,0.001,0.591,-0.0,0.001,0.647,CA,CISO,CAISO,38.030071,-121.873004,NG,GAS,0.50085,678.3,Yes,2976024.0,73.012,5.91,1170915.613,6620.543527,2.453340430050295e-05,1.9858710816848252e-06,0.3934496539678443,Combined cycle,Intensity,Gas - combined cycle
55295,0.235,-0.077,0.011,0.009,0.002,0.0,0.007,0.002,0.001,-0.005,0.001,0.0,CA,CISO,CAISO,33.6157,-114.6865,NG,GAS,0.36404,591.0,,1884690.0,55.697,4.2,842948.406,7526.020725,2.955234017265439e-05,2.2284831988284547e-06,0.4472610381548159,Combined cycle,Intensity,Gas - combined cycle
55333,0.1,-0.153,0.018,-0.009,0.004,0.018,0.011,0.003,0.0,-0.002,0.002,0.307,CA,CISO,CAISO,38.0169,-121.8439,NG,GAS,0.46705,943.5,,3860213.0,121.232,8.2,1632335.469,7115.488187,3.140552088705986e-05,2.1242351134509935e-06,0.42286150246113363,Combined cycle,Intensity,Gas - combined cycle
55393,0.128,-0.132,0.019,-0.006,0.004,0.191,0.003,0.003,0.335,0.004,0.002,0.051,CA,CISO,CAISO,37.2207,-121.7457,NG,GAS,0.42866,635.0,,2384442.0,66.44,5.3,1047420.406,7391.599796,2.7863961463520606e-05,2.2227422600340036e-06,0.43927275479965544,Combined cycle,Intensity,Gas - combined cycle
55400,0.482,0.002,0.006,0.004,0.002,0.017,-0.001,0.001,0.639,-0.001,0.001,0.109,CA,CISO,CAISO,35.280318,-119.470707,NG,GAS,0.61818,623.0,Yes,3373700.0,69.93,7.252,1441790.013,7190.644288,2.072798411239885e-05,2.149568722767288e-06,0.4273616542668287,Combined cycle,Intensity,Gas - combined cycle
55656,0.255,-0.153,0.023,-0.002,0.006,0.678,0.025,0.005,0.0,-0.007,0.003,0.01,CA,CISO,CAISO,34.9556,-118.844,NG,GAS,0.63617,779.0,,4341226.0,110.496,10.0,1991171.312,7717.914018,2.545271773457544e-05,2.3034967541427237e-06,0.45866566541341086,Combined cycle,Intensity,Gas - combined cycle
55985,0.055,-0.138,0.019,0.0,0.004,0.955,0.003,0.004,0.405,-0.005,0.002,0.024,CA,CISO,CAISO,33.1197,-117.117778,NG,GAS,0.4144,559.0,,2029259.0,45.711,4.3,866860.594,7188.133698,2.252595651910377e-05,2.1190000882095384e-06,0.42718085468636585,Combined cycle,Intensity,Gas - combined cycle
56026,0.062,-0.038,0.014,-0.005,0.003,0.1,0.004,0.003,0.093,0.003,0.002,0.079,CA,CISO,CAISO,37.3767,-121.9508,NG,GAS,0.34792,154.0,,469352.0,12.177,1.2,228570.898,8194.623651,2.5944280625202405e-05,2.556716494230343e-06,0.4869924875147011,Combined cycle,Intensity,Gas - combined cycle
56041,0.112,-0.075,0.007,-0.002,0.002,0.317,0.004,0.001,0.007,0.0,0.001,0.802,CA,CISO,CAISO,33.9986,-118.2219,NG,GAS,0.5319,130.0,,605732.0,19.289,1.6,302156.891,8393.541203,3.1844115879629936e-05,2.6414321845304524e-06,0.4988293354156624,Combined cycle,Intensity,Gas - combined cycle
56476,0.056,-0.059,0.017,-0.007,0.004,0.062,0.005,0.003,0.065,0.0,0.002,0.935,CA,CISO,CAISO,38.0175,-121.7587,NG,GAS,0.52598,619.7,,2855300.0,68.869,6.3,1259066.5,7419.908241,2.4119707211151193e-05,2.206423142927188e-06,0.44095769271179913,Combined cycle,Intensity,Gas - combined cycle
56803,0.06,-0.045,0.019,0.016,0.004,0.0,0.007,0.004,0.052,-0.002,0.002,0.299,CA,CISO,CAISO,36.6514,-120.5833,NG,GAS,0.14718,432.0,,556992.0,28.689,1.6,308212.5,9311.299803,5.150702344019304e-05,2.8725726760887053e-06,0.5533517537056187,Combustion turbine,Intensity,Gas - combustion turbine
10349,0.152,-0.11,0.03,-0.012,0.007,0.1,0.014,0.006,0.015,0.001,0.003,0.763,CA,CISO,CAISO,39.1365,-121.6397,NG,GAS,0.17577,49.5,Yes,76217.0,13.906,0.15,28903.897,6380.893641,0.00018245273364210084,1.9680648674180302e-06,0.37923162811446265,Combustion turbine,Intensity,Gas - combustion turbine
260,0.13,-0.404,0.039,0.033,0.01,0.001,0.008,0.008,0.271,-0.001,0.005,0.811,CA,CISO,CAISO,36.804837,-121.782241,NG,GAS,0.19221,3102.0,,5223032.0,178.035,11.6,2185318.125,7384.056425,3.408652292384959e-05,2.2209322094905795e-06,0.41840029412035,Combined cycle,Intensity,Gas - combined cycle
55518,0.131,-0.132,0.024,-0.002,0.005,0.755,0.01,0.005,0.031,-0.006,0.003,0.039,CA,CISO,CAISO,34.5953,-117.3647,NG,GAS,0.40953,852.0,,3056550.0,101.736,7.1,1408691.906,7755.147634,3.328458556215341e-05,2.322880371660859e-06,0.4608764476288626,Combined cycle,Intensity,Gas - combined cycle
57978,0.149,-0.06,0.011,0.002,0.002,0.295,-0.004,0.002,0.066,0.002,0.001,0.053,CA,CISO,CAISO,38.088056,-121.3875,NG,GAS,0.279,288.9,,706090.0,17.477,1.5,301036.406,7174.013936,2.4751802178192582e-05,2.1243750796640656e-06,0.426342825985356,Combined cycle,Intensity,Gas - combined cycle
